instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
25,2011-01-02,1,0,1,0,0,0,0,2,0.46,0.4545,0.6312717768418579,0.26120975212066605,1.6094379124341003,2.6390573296152584,2.8903717578961645
26,2011-01-02,1,0,1,1,0,0,0,2,0.44,0.4394,0.6626879730752367,0.22609917913984232,0.6931471805599453,2.833213344056216,2.8903717578961645
27,2011-01-02,1,0,1,2,0,0,0,2,0.42,0.4242,0.6931471805599453,0.24966863025356476,0.6931471805599453,2.1972245773362196,2.302585092994046
28,2011-01-02,1,0,1,3,0,0,0,2,0.46,0.4545,0.6626879730752367,0.17730901497041035,1.0986122886681098,1.6094379124341003,1.9459101490553132
29,2011-01-02,1,0,1,4,0,0,0,2,0.46,0.4545,0.6626879730752367,0.17730901497041035,1.0986122886681098,0.6931471805599453,1.3862943611198906
30,2011-01-02,1,0,1,6,0,0,0,3,0.42,0.4242,0.5709795465857378,0.26120975212066605,0.0,1.0986122886681098,1.0986122886681098
31,2011-01-02,1,0,1,7,0,0,0,2,0.4,0.4091,0.5653138090500605,0.17730901497041035,0.0,0.6931471805599453,0.6931471805599453
32,2011-01-02,1,0,1,8,0,0,0,3,0.4,0.4091,0.5364933705145685,0.20204248140615572,0.0,2.1972245773362196,2.1972245773362196
33,2011-01-02,1,0,1,9,0,0,0,2,0.38,0.3939,0.5653138090500605,0.20204248140615572,0.6931471805599453,2.995732273553991,3.044522437723423
34,2011-01-02,1,0,1,10,0,0,0,2,0.36,0.3485,0.5933268452777344,0.20204248140615572,2.0794415416798357,3.8501476017100584,3.9889840465642745
35,2011-01-02,1,0,1,11,0,0,0,2,0.36,0.3333,0.5364933705145685,0.22609917913984232,2.833213344056216,4.007333185232471,4.2626798770413155
36,2011-01-02,1,0,1,12,0,0,0,2,0.36,0.3333,0.5068176023684519,0.26120975212066605,3.044522437723423,4.30406509320417,4.543294782270004
37,2011-01-02,1,0,1,13,0,0,0,2,0.36,0.3485,0.5068176023684519,0.1260157205828598,2.4849066497880004,4.174387269895637,4.330733340286331
38,2011-01-02,1,0,1,14,0,0,0,3,0.36,0.3485,0.5653138090500605,0.17730901497041035,1.6094379124341003,4.02535169073515,4.0943445622221
39,2011-01-02,1,0,1,15,0,0,0,3,0.34,0.3333,0.5933268452777344,0.15203415585549812,2.995732273553991,4.02535169073515,4.31748811353631
40,2011-01-02,1,0,1,16,0,0,0,3,0.34,0.3333,0.5364933705145685,0.15203415585549812,2.302585092994046,4.219507705176107,4.343805421853684
41,2011-01-02,1,0,1,17,0,0,0,1,0.34,0.3333,0.4510756193602166,0.17730901497041035,2.0794415416798357,4.07753744390572,4.189654742026425
42,2011-01-02,1,0,1,18,0,0,0,2,0.36,0.3333,0.3784364357202451,0.2839752105204545,2.3978952727983707,3.784189633918261,3.9889840465642745
43,2011-01-02,1,0,1,19,0,0,0,1,0.32,0.2879,0.3506568716131694,0.370045162876904,0.6931471805599453,3.4011973816621555,3.4339872044851463
44,2011-01-02,1,0,1,20,0,0,0,1,0.3,0.2727,0.3293037471426004,0.306160293697554,1.791759469228055,2.8903717578961645,3.1354942159291497
45,2011-01-02,1,0,1,21,0,0,0,1,0.26,0.2273,0.3646431135879093,0.2839752105204545,2.4849066497880004,3.044522437723423,3.4657359027997265
46,2011-01-02,1,0,1,22,0,0,0,1,0.24,0.2121,0.3646431135879093,0.26120975212066605,0.0,2.302585092994046,2.302585092994046
47,2011-01-02,1,0,1,23,0,0,0,1,0.22,0.2273,0.3852624007906449,0.15203415585549812,0.0,2.1972245773362196,2.1972245773362196
48,2011-01-03,1,0,1,0,0,1,1,1,0.22,0.197,0.3646431135879093,0.306160293697554,0.0,1.791759469228055,1.791759469228055
49,2011-01-03,1,0,1,1,0,1,1,1,0.2,0.1667,0.3646431135879093,0.3491769037613752,0.0,1.0986122886681098,1.0986122886681098
50,2011-01-03,1,0,1,4,0,1,1,1,0.16,0.1364,0.3852624007906449,0.32793590559892655,0.0,0.6931471805599453,0.6931471805599453
51,2011-01-03,1,0,1,5,0,1,1,1,0.16,0.1364,0.3852624007906449,0.24966863025356476,0.0,1.3862943611198906,1.3862943611198906
52,2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.4054651081081644,0.32793590559892655,0.0,3.4339872044851463,3.4339872044851463
53,2011-01-03,1,0,1,7,0,1,1,1,0.14,0.1364,0.4054651081081644,0.17730901497041035,0.6931471805599453,4.1588830833596715,4.174387269895637
54,2011-01-03,1,0,1,8,0,1,1,1,0.14,0.1212,0.4054651081081644,0.24966863025356476,0.6931471805599453,5.0369526024136295,5.043425116919247
55,2011-01-03,1,0,1,9,0,1,1,1,0.16,0.1364,0.35767444427181594,0.32793590559892655,2.0794415416798357,4.406719247264253,4.48863636973214
56,2011-01-03,1,0,1,10,0,1,1,1,0.18,0.1667,0.35767444427181594,0.22609917913984232,2.4849066497880004,3.5263605246161616,3.8066624897703196
57,2011-01-03,1,0,1,11,0,1,1,1,0.2,0.1818,0.33647223662121295,0.2839752105204545,2.3978952727983707,3.7376696182833684,3.9512437185814275
58,2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.3001045924503381,0.26120975212066605,2.6390573296152584,3.8918202981106265,4.127134385045092
59,2011-01-03,1,0,1,13,0,1,1,1,0.24,0.2121,0.3001045924503381,0.24966863025356476,2.1972245773362196,3.9889840465642745,4.127134385045092
60,2011-01-03,1,0,1,14,0,1,1,1,0.26,0.2424,0.262364264467491,0.24966863025356476,2.4849066497880004,4.204692619390966,4.356708826689592
61,2011-01-03,1,0,1,15,0,1,1,1,0.26,0.2424,0.262364264467491,0.22609917913984232,2.70805020110221,4.07753744390572,4.290459441148391
62,2011-01-03,1,0,1,16,0,1,1,1,0.26,0.2424,0.262364264467491,0.22609917913984232,2.302585092994046,4.219507705176107,4.343805421853684
63,2011-01-03,1,0,1,17,0,1,1,1,0.24,0.2273,0.262364264467491,0.20204248140615572,2.4849066497880004,4.990432586778736,5.062595033026967
64,2011-01-03,1,0,1,18,0,1,1,1,0.24,0.2576,0.2776317365982795,0.0993927438780348,2.302585092994046,5.003946305945459,5.062595033026967
65,2011-01-03,1,0,1,19,0,1,1,1,0.2,0.2576,0.3852624007906449,0.0,2.1972245773362196,4.634728988229636,4.709530201312334
66,2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.3852624007906449,0.0993927438780348,1.3862943611198906,3.912023005428146,3.970291913552122
67,2011-01-03,1,0,1,21,0,1,1,1,0.18,0.197,0.49469624183610705,0.1260157205828598,1.3862943611198906,3.912023005428146,3.970291913552122
68,2011-01-03,1,0,1,22,0,1,1,1,0.14,0.1515,0.5247285289349821,0.1260157205828598,0.0,3.044522437723423,3.044522437723423
69,2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.4382549309311553,0.0993927438780348,0.6931471805599453,2.4849066497880004,2.5649493574615367
70,2011-01-04,1,0,1,0,0,2,1,1,0.16,0.1818,0.4382549309311553,0.0993927438780348,0.0,1.791759469228055,1.791759469228055
71,2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.4637340162321401,0.0993927438780348,0.0,1.0986122886681098,1.0986122886681098
72,2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.48858001481867097,0.1260157205828598,0.0,0.6931471805599453,0.6931471805599453
73,2011-01-04,1,0,1,4,0,2,1,1,0.14,0.1818,0.48858001481867097,0.08581065641311086,0.0,1.0986122886681098,1.0986122886681098
74,2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.5187937934151675,0.0993927438780348,0.0,1.6094379124341003,1.6094379124341003
75,2011-01-04,1,0,1,6,0,2,1,1,0.12,0.1515,0.5538851132264376,0.0993927438780348,0.0,3.6109179126442243,3.6109179126442243
76,2011-01-04,1,0,1,7,0,2,1,1,0.12,0.1515,0.5538851132264376,0.1260157205828598,1.0986122886681098,4.532599493153256,4.553876891600541
77,2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.5247285289349821,0.15203415585549812,1.0986122886681098,5.181783550292085,5.19295685089021
78,2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.49469624183610705,0.20204248140615572,1.0986122886681098,4.59511985013459,4.61512051684126
79,2011-01-04,1,0,1,10,0,2,1,2,0.16,0.1364,0.5247285289349821,0.2839752105204545,1.791759469228055,3.6375861597263857,3.7612001156935624
80,2011-01-04,1,0,1,11,0,2,1,1,0.22,0.2121,0.412109650826833,0.26120975212066605,2.0794415416798357,3.9318256327243257,4.060443010546419
81,2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.412109650826833,0.15203415585549812,2.5649493574615367,4.204692619390966,4.3694478524670215
82,2011-01-04,1,0,1,13,0,2,1,1,0.24,0.2273,0.44468582126144574,0.17730901497041035,2.9444389791664403,4.382026634673881,4.584967478670572
83,2011-01-04,1,0,1,14,0,2,1,1,0.26,0.2576,0.41871033485818504,0.20204248140615572,2.302585092994046,4.007333185232471,4.1588830833596715
84,2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.41871033485818504,0.22609917913984232,2.8903717578961645,3.8918202981106265,4.189654742026425
85,2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.3987761199573678,0.22609917913984232,2.772588722239781,4.23410650459726,4.430816798843313
86,2011-01-04,1,0,1,17,0,2,1,1,0.28,0.2727,0.3920420877760237,0.20204248140615572,2.3978952727983707,5.313205979041787,5.3612921657094255
87,2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.3920420877760237,0.17730901497041035,1.3862943611198906,5.19295685089021,5.209486152841421
88,2011-01-04,1,0,1,19,0,2,1,1,0.24,0.2576,0.3920420877760237,0.0993927438780348,1.0986122886681098,4.709530201312334,4.727387818712341
89,2011-01-04,1,0,1,20,0,2,1,1,0.24,0.2576,0.3920420877760237,0.0993927438780348,0.6931471805599453,3.9889840465642745,4.007333185232471
90,2011-01-04,1,0,1,21,0,2,1,1,0.22,0.2727,0.49469624183610705,0.0,0.0,3.8918202981106265,3.8918202981106265
91,2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.49469624183610705,0.08581065641311086,0.6931471805599453,3.5553480614894135,3.58351893845611
92,2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.5247285289349821,0.08581065641311086,1.0986122886681098,2.302585092994046,2.4849066497880004
93,2011-01-05,1,0,1,0,0,3,1,1,0.2,0.2576,0.49469624183610705,0.0,0.0,1.9459101490553132,1.9459101490553132
94,2011-01-05,1,0,1,1,0,3,1,1,0.16,0.197,0.5538851132264376,0.08581065641311086,0.0,1.9459101490553132,1.9459101490553132
95,2011-01-05,1,0,1,2,0,3,1,1,0.16,0.197,0.5538851132264376,0.08581065641311086,0.0,1.0986122886681098,1.0986122886681098
96,2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.3920420877760237,0.20204248140615572,0.0,1.0986122886681098,1.0986122886681098
97,2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.3852624007906449,0.15203415585549812,0.0,1.3862943611198906,1.3862943611198906
98,2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.3852624007906449,0.20204248140615572,0.0,3.5263605246161616,3.5263605246161616
99,2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.35767444427181594,0.17730901497041035,0.6931471805599453,4.477336814478207,4.48863636973214
100,2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.33647223662121295,0.26120975212066605,1.3862943611198906,5.262690188904886,5.278114659230517
101,2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.31481073984003355,0.2839752105204545,1.9459101490553132,4.700480365792417,4.7535901911063645
102,2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.31481073984003355,0.2839752105204545,1.6094379124341003,3.9889840465642745,4.060443010546419
103,2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.2851789422336624,0.2839752105204545,2.5649493574615367,3.5553480614894135,3.8501476017100584
104,2011-01-05,1,0,1,12,0,3,1,1,0.26,0.2273,0.2851789422336624,0.2839752105204545,1.791759469228055,4.31748811353631,4.382026634673881
105,2011-01-05,1,0,1,13,0,3,1,1,0.28,0.2576,0.262364264467491,0.26120975212066605,1.9459101490553132,4.189654742026425,4.276666119016055
106,2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.2468600779315258,0.17730901497041035,2.3978952727983707,3.970291913552122,4.143134726391533
107,2011-01-05,1,0,1,15,0,3,1,1,0.3,0.2879,0.2468600779315258,0.17730901497041035,2.0794415416798357,4.02535169073515,4.143134726391533
108,2011-01-05,1,0,1,16,0,3,1,1,0.3,0.3182,0.2468600779315258,0.08581065641311086,1.6094379124341003,4.454347296253507,4.499809670330265
109,2011-01-05,1,0,1,17,0,3,1,1,0.24,0.2273,0.3220834991691133,0.17730901497041035,1.6094379124341003,5.231108616854587,5.25227342804663
110,2011-01-05,1,0,1,18,0,3,1,1,0.24,0.2424,0.3220834991691133,0.1260157205828598,1.3862943611198906,5.117993812416755,5.135798437050262
111,2011-01-05,1,0,1,19,0,3,1,1,0.24,0.2576,0.3220834991691133,0.0993927438780348,1.791759469228055,4.852030263919617,4.890349128221754
112,2011-01-05,1,0,1,20,0,3,1,1,0.22,0.2273,0.3852624007906449,0.15203415585549812,2.0794415416798357,4.418840607796598,4.499809670330265
113,2011-01-05,1,0,1,21,0,3,1,1,0.2,0.197,0.412109650826833,0.17730901497041035,1.3862943611198906,3.713572066704308,3.784189633918261
114,2011-01-05,1,0,1,22,0,3,1,1,0.18,0.197,0.4382549309311553,0.1260157205828598,0.6931471805599453,3.7376696182833684,3.7612001156935624
115,2011-01-05,1,0,1,23,0,3,1,1,0.2,0.2576,0.3852624007906449,0.0,0.6931471805599453,2.9444389791664403,2.995732273553991
116,2011-01-06,1,0,1,0,0,4,1,1,0.18,0.2424,0.4382549309311553,0.0,0.0,2.4849066497880004,2.4849066497880004
117,2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.49469624183610705,0.0,0.0,1.6094379124341003,1.6094379124341003
118,2011-01-06,1,0,1,2,0,4,1,1,0.16,0.2273,0.49469624183610705,0.0,0.0,1.0986122886681098,1.0986122886681098
119,2011-01-06,1,0,1,4,0,4,1,2,0.16,0.197,0.49469624183610705,0.08581065641311086,0.0,0.6931471805599453,0.6931471805599453
120,2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.5247285289349821,0.08581065641311086,0.0,1.6094379124341003,1.6094379124341003
121,2011-01-06,1,0,1,6,0,4,1,2,0.14,0.1667,0.48858001481867097,0.0993927438780348,0.0,3.6109179126442243,3.6109179126442243
122,2011-01-06,1,0,1,7,0,4,1,2,0.16,0.2273,0.4637340162321401,0.0,0.0,4.564348191467836,4.564348191467836
123,2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.4637340162321401,0.0,1.3862943611198906,5.37989735354046,5.393627546352362
124,2011-01-06,1,0,1,9,0,4,1,2,0.18,0.2424,0.412109650826833,0.0,1.9459101490553132,4.762173934797756,4.812184355372417
125,2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.3852624007906449,0.0,1.3862943611198906,3.7612001156935624,3.828641396489095
126,2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.3646431135879093,0.08581065641311086,1.0986122886681098,4.060443010546419,4.0943445622221
127,2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.3001045924503381,0.0,1.9459101490553132,4.3694478524670215,4.442651256490317
128,2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.3001045924503381,0.0993927438780348,2.5649493574615367,4.02535169073515,4.219507705176107
129,2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.3074846997479606,0.15203415585549812,2.4849066497880004,4.0943445622221,4.2626798770413155
130,2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.3074846997479606,0.0,2.1972245773362196,4.007333185232471,4.143134726391533
131,2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.3220834991691133,0.15203415585549812,2.5649493574615367,4.31748811353631,4.465908118654584
132,2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.412109650826833,0.15203415585549812,2.302585092994046,5.099866427824199,5.153291594497779
133,2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.412109650826833,0.1260157205828598,1.791759469228055,5.0689042022202315,5.099866427824199
134,2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.4382549309311553,0.08581065641311086,1.3862943611198906,4.700480365792417,4.727387818712341
135,2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.412109650826833,0.15203415585549812,1.3862943611198906,4.204692619390966,4.248495242049359
136,2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.4382549309311553,0.20204248140615572,0.0,3.8918202981106265,3.8918202981106265
137,2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.412109650826833,0.24966863025356476,0.6931471805599453,3.9512437185814275,3.970291913552122
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.4637340162321401,0.17730901497041035,1.6094379124341003,2.995732273553991,3.1780538303479458
139,2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.49469624183610705,0.17730901497041035,1.6094379124341003,2.6390573296152584,2.8903717578961645
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.5247285289349821,0.20204248140615572,1.0986122886681098,1.791759469228055,2.0794415416798357
141,2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.5247285289349821,0.20204248140615572,0.0,0.6931471805599453,0.6931471805599453
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.5247285289349821,0.1260157205828598,0.0,0.6931471805599453,0.6931471805599453
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.4382549309311553,0.0,0.0,1.791759469228055,1.791759469228055
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.5247285289349821,0.0,2.1972245773362196,3.295836866004329,3.5553480614894135
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.5247285289349821,0.1260157205828598,2.1972245773362196,4.343805421853684,4.442651256490317
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.412109650826833,0.22609917913984232,3.044522437723423,5.25227342804663,5.351858133476067
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.3852624007906449,0.26120975212066605,2.302585092994046,4.836281906951478,4.90527477843843
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.31481073984003355,0.2839752105204545,2.833213344056216,3.871201010907891,4.1588830833596715
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.33647223662121295,0.20204248140615572,2.995732273553991,3.8918202981106265,4.219507705176107
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.31481073984003355,0.22609917913984232,2.302585092994046,3.9318256327243257,4.0943445622221
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.31481073984003355,0.24966863025356476,2.302585092994046,4.174387269895637,4.30406509320417
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.33647223662121295,0.22609917913984232,2.0794415416798357,3.784189633918261,3.9318256327243257
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.31481073984003355,0.15203415585549812,2.302585092994046,4.1588830833596715,4.290459441148391
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.31481073984003355,0.15203415585549812,1.791759469228055,4.418840607796598,4.477336814478207
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.31481073984003355,0.0,2.302585092994046,5.187385805840755,5.236441962829949
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.33647223662121295,0.08581065641311086,2.0794415416798357,4.762173934797756,4.820281565605037
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.4382549309311553,0.08581065641311086,1.3862943611198906,4.532599493153256,4.564348191467836
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.3852624007906449,0.0993927438780348,0.6931471805599453,3.9318256327243257,3.9512437185814275
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.3852624007906449,0.1260157205828598,0.0,3.6888794541139363,3.6888794541139363
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.35767444427181594,0.15203415585549812,1.0986122886681098,3.5553480614894135,3.6109179126442243
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.412109650826833,0.15203415585549812,0.6931471805599453,2.70805020110221,2.772588722239781
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.412109650826833,0.15203415585549812,0.6931471805599453,3.2188758248682006,3.258096538021482
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.4382549309311553,0.08581065641311086,0.6931471805599453,2.772588722239781,2.833213344056216
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.4382549309311553,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.4382549309311553,0.15203415585549812,0.0,2.0794415416798357,2.0794415416798357
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.4382549309311553,0.15203415585549812,0.0,0.6931471805599453,0.6931471805599453
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.5538851132264376,0.15203415585549812,0.0,1.791759469228055,1.791759469228055
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.5538851132264376,0.15203415585549812,0.0,1.0986122886681098,1.0986122886681098
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.5538851132264376,0.0993927438780348,0.6931471805599453,2.1972245773362196,2.302585092994046
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.6575200029167941,0.0993927438780348,0.0,2.772588722239781,2.772588722239781
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.6575200029167941,0.0993927438780348,0.0,3.044522437723423,3.044522437723423
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.5877866649021191,0.15203415585549812,1.791759469228055,4.04305126783455,4.127134385045092
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.5247285289349821,0.32793590559892655,1.0986122886681098,4.110873864173311,4.143134726391533
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.4637340162321401,0.306160293697554,2.1972245773362196,4.51085950651685,4.59511985013459
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.3646431135879093,0.2839752105204545,2.0794415416798357,4.564348191467836,4.634728988229636
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.2776317365982795,0.4004525662846201,2.5649493574615367,4.430816798843313,4.564348191467836
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.2776317365982795,0.370045162876904,1.791759469228055,4.248495242049359,4.31748811353631
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.2546422183735807,0.370045162876904,2.1972245773362196,4.23410650459726,4.343805421853684
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.31481073984003355,0.4396732794379014,1.791759469228055,4.174387269895637,4.248495242049359
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.3293037471426004,0.26120975212066605,1.3862943611198906,3.970291913552122,4.02535169073515
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.3074846997479606,0.22609917913984232,1.6094379124341003,3.295836866004329,3.4339872044851463
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.3074846997479606,0.22609917913984232,0.0,3.367295829986474,3.367295829986474
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.3293037471426004,0.306160293697554,1.0986122886681098,3.58351893845611,3.6375861597263857
