instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
28,2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.5839141764882452,0.11627078166538653,3.6635616461296463,1129,1167
29,2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.5018286723022318,0.13572336350009362,4.820281565605037,975,1098
30,2011-01-30,1,0,1,0,0,0,1,0.216522,0.250322,0.5435874461969743,0.071373794838115,4.948759890378168,956,1096
31,2011-01-31,1,0,1,0,1,1,2,0.180833,0.18625,0.4723446369477091,0.17159085486380046,3.7612001156935624,1459,1501
32,2011-02-01,1,0,2,0,2,1,2,0.192174,0.23453,0.6040782336790048,0.05184549189843828,3.871201010907891,1313,1360
33,2011-02-02,1,0,2,0,3,1,2,0.26,0.254417,0.5740353249132121,0.23452493692781307,4.290459441148391,1454,1526
34,2011-02-03,1,0,2,0,4,1,1,0.186957,0.177878,0.36313225058677545,0.2451022839164454,4.127134385045092,1489,1550
35,2011-02-04,1,0,2,0,5,1,2,0.211304,0.228587,0.4607213064754784,0.12030341239244662,4.48863636973214,1620,1708
36,2011-02-05,1,0,2,0,6,0,2,0.233333,0.243058,0.6570883035304049,0.14934974518978783,4.61512051684126,905,1005
37,2011-02-06,1,0,2,0,0,0,1,0.285833,0.291671,0.45001327182935946,0.1326059645480218,5.872117789475416,1269,1623
38,2011-02-07,1,0,2,0,1,1,1,0.271667,0.303658,0.5529266080300536,0.04440752680983829,4.795790545596741,1592,1712
39,2011-02-08,1,0,2,0,2,1,1,0.220833,0.198246,0.43042890343736806,0.30891749633393556,4.174387269895637,1466,1530
40,2011-02-09,1,0,2,0,3,1,2,0.134783,0.144283,0.40198104580562394,0.17297720063436345,3.9889840465642745,1552,1605
41,2011-02-10,1,0,2,0,4,1,1,0.144348,0.149548,0.3628296647274688,0.20043566784532443,3.871201010907891,1491,1538
42,2011-02-11,1,0,2,0,5,1,1,0.189091,0.213509,0.4096988000401926,0.103052855056082,5.0106352940962555,1597,1746
43,2011-02-12,1,0,2,0,6,0,1,0.2225,0.232954,0.43448460637540776,0.1851234611246426,5.666426688112432,1184,1472
44,2011-02-13,1,0,2,0,0,0,1,0.316522,0.324113,0.37664785085416186,0.23181226917297215,5.986452005284438,1192,1589
45,2011-02-14,1,0,2,0,1,1,1,0.415,0.39835,0.31905936586659933,0.34918254589229525,5.342334251964811,1705,1913
46,2011-02-15,1,0,2,0,2,1,1,0.266087,0.254274,0.27334072518109676,0.25570676781876683,4.948759890378168,1675,1815
47,2011-02-16,1,0,2,0,3,1,1,0.318261,0.3162,0.3531031727517576,0.22457532583570994,5.389071729816501,1897,2115
48,2011-02-17,1,0,2,0,4,1,1,0.435833,0.428658,0.408792898200839,0.20709871865546423,5.560681631015528,2216,2475
49,2011-02-18,1,0,2,0,5,1,1,0.521667,0.511983,0.416515164074945,0.23501283188429933,6.363028103540465,2348,2927
50,2011-02-19,1,0,2,0,6,0,1,0.399167,0.391404,0.17220135317989274,0.41042810537106383,6.278521424165844,1103,1635
51,2011-02-20,1,0,2,0,0,0,1,0.285217,0.27733,0.34204667055381494,0.20149898869621596,6.461468176353717,1173,1812
52,2011-02-21,1,0,2,1,1,0,2,0.303333,0.284075,0.4731237565819792,0.2683815091004038,5.278114659230517,912,1107
53,2011-02-22,1,0,2,0,2,1,1,0.182222,0.186033,0.45601752811605617,0.17871757022921236,4.31748811353631,1376,1450
54,2011-02-23,1,0,2,0,3,1,1,0.221739,0.245717,0.3527975365007788,0.08994398934209168,4.941642422609304,1778,1917
55,2011-02-24,1,0,2,0,4,1,2,0.295652,0.289191,0.5290923663124473,0.22354027260990897,4.61512051684126,1707,1807
56,2011-02-25,1,0,2,0,5,1,2,0.364348,0.350461,0.5377639080690301,0.29753759683075925,4.795790545596741,1341,1461
57,2011-02-26,1,0,2,0,6,0,1,0.2825,0.282192,0.43042890343736806,0.17106763496849747,6.052089168924417,1545,1969
58,2011-02-27,1,0,2,0,0,0,1,0.343478,0.351109,0.5187937934151675,0.11800345580652165,6.543911845564792,1708,2402
59,2011-02-28,1,0,2,0,1,1,2,0.407273,0.400118,0.6293358616134223,0.2543987778916378,4.406719247264253,1365,1446
60,2011-03-01,1,0,3,0,2,1,1,0.266667,0.263879,0.4285303810391605,0.19591622905972586,4.927253685157205,1714,1851
61,2011-03-02,1,0,3,0,3,1,1,0.335,0.320071,0.3712759288647432,0.26837156904277437,5.44673737166631,1903,2134
62,2011-03-03,1,0,3,0,4,1,1,0.198333,0.200133,0.27636805970697487,0.20355616485205968,4.820281565605037,1562,1685
63,2011-03-04,1,0,3,0,5,1,2,0.261667,0.255679,0.47649315167123363,0.18510600993706805,5.3706380281276624,1730,1944
64,2011-03-05,1,0,3,0,6,0,2,0.384167,0.378779,0.5817501484091461,0.22463923222565177,6.46302945692067,1437,2077
65,2011-03-06,1,0,3,0,0,0,2,0.376522,0.366252,0.6669371798182414,0.2951195953805064,4.74493212836325,491,605
66,2011-03-07,1,0,3,0,1,1,1,0.261739,0.238461,0.43909586756738717,0.2936780605334888,5.501258210544727,1628,1872
67,2011-03-08,1,0,3,0,2,1,1,0.2925,0.3024,0.3512433193373924,0.11390887410778287,5.75890177387728,1817,2133
68,2011-03-09,1,0,3,0,3,1,2,0.295833,0.286608,0.5740353249132121,0.1989738020070048,5.2574953720277815,1700,1891
69,2011-03-10,1,0,3,0,4,1,3,0.389091,0.385668,0.0,0.23260029502675,3.8501476017100584,577,623
70,2011-03-11,1,0,3,0,5,1,2,0.316522,0.305,0.5005116167906776,0.20942589298596279,5.5134287461649825,1730,1977
71,2011-03-12,1,0,3,0,6,0,1,0.329167,0.32575,0.4666122600486191,0.19948590296353455,6.586171654854675,1408,2132
72,2011-03-13,1,0,3,0,0,0,1,0.384348,0.380091,0.42356105108867437,0.2394923779643394,6.890609120147166,1435,2417
73,2011-03-14,1,0,3,0,1,1,1,0.325217,0.332,0.4034343809100496,0.12832812909716243,5.886104031450156,1687,2046
74,2011-03-15,1,0,3,0,2,1,2,0.317391,0.318178,0.5041948889519926,0.16915948214225798,5.66988092298052,1767,2056
75,2011-03-16,1,0,3,0,3,1,2,0.365217,0.36693,0.5746575203031937,0.1849156891212556,5.7745515455444085,1871,2192
76,2011-03-17,1,0,3,0,4,1,1,0.415,0.410333,0.4718250943704866,0.19027236518131455,6.052089168924417,2320,2744
77,2011-03-18,1,0,3,0,5,1,1,0.54,0.527009,0.4221366950183573,0.20784065701760226,6.785587645007929,2355,3239
78,2011-03-19,1,0,3,0,6,0,1,0.4725,0.466525,0.3214796937268853,0.3134718877730792,7.261927092702751,1693,3117
79,2011-03-20,1,0,3,0,0,0,1,0.3325,0.32575,0.38781017286944364,0.18873511257229317,6.954638864880987,1424,2471
80,2011-03-21,2,0,3,0,1,1,2,0.430435,0.409735,0.5523845626760125,0.2536983622287648,5.996452088619021,1676,2077
81,2011-03-22,2,0,3,0,2,1,1,0.441667,0.440642,0.48525116746572367,0.2035529015492056,6.133398042996649,2243,2703
82,2011-03-23,2,0,3,0,3,1,2,0.346957,0.337939,0.6095291306274473,0.21047241041203688,5.318119993844216,1918,2121
83,2011-03-24,2,0,3,0,4,1,2,0.285,0.270833,0.5910219811732638,0.21816075779189897,5.117993812416755,1699,1865
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.40212620684264977,0.20760342663247708,5.707110264748875,1910,2210
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.3322971043021562,0.1902657512880049,6.889591308354466,1515,2496
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.4013988520832956,0.16915188274531232,6.159095388491933,1221,1693
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.2640351754102697,0.19244019031511725,5.407171771460119,1806,2028
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.27320300483307813,0.20456890573976055,5.762051382780177,2108,2425
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.4987532449608507,0.15946908344174424,5.1298987149230735,1368,1536
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.651456579743775,0.19691948664951184,5.19295685089021,1506,1685
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.5225071285398286,0.2300857980590078,5.730099782973574,1920,2227
92,2011-04-02,2,0,4,0,6,0,2,0.315,0.315637,0.5030454364470284,0.1799403907335616,6.80128303447162,1354,2252
93,2011-04-03,2,0,4,0,0,0,1,0.378333,0.378767,0.3920420877760237,0.16738810579497324,7.409741954080923,1598,3249
94,2011-04-04,2,0,4,0,1,1,1,0.573333,0.542929,0.35504862219414834,0.32611232904580645,6.5998704992128365,2381,3115
95,2011-04-05,2,0,4,0,2,1,2,0.414167,0.39835,0.49596555786478214,0.32791213181298245,5.123963979403259,1628,1795
96,2011-04-06,2,0,4,0,3,1,1,0.390833,0.387608,0.3858289069623846,0.23353972335948098,6.025865973825314,2395,2808
97,2011-04-07,2,0,4,0,4,1,1,0.4375,0.433696,0.4718250943704866,0.15041112497110803,6.349138991379798,2570,3141
98,2011-04-08,2,0,4,0,5,1,2,0.335833,0.324479,0.60772544850595,0.20456564574011915,5.153291594497779,1299,1471
99,2011-04-09,2,0,4,0,6,0,2,0.3425,0.341529,0.6299411046561527,0.12494223620296512,6.779921907472252,1576,2455
100,2011-04-10,2,0,4,0,0,0,2,0.426667,0.426737,0.6192314976097772,0.13694667888929557,7.080867896690782,1707,2895
101,2011-04-11,2,0,4,0,1,1,2,0.595652,0.565217,0.5405529554949636,0.2810153994882403,6.752270376141742,2493,3348
102,2011-04-12,2,0,4,0,2,1,2,0.5025,0.493054,0.5534062629637644,0.24285127214612914,5.552959584921617,1777,2034
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.5983787040079169,0.22363702953380196,5.3471075307174685,1953,2162
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.43205315899224045,0.10499044719093728,6.272877006546167,2738,3267
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.5135718494340158,0.20406266350141783,6.466144724237619,2484,3126
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.6356944292893377,0.2932724173149937,4.804021044733257,674,795
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.3917602913183744,0.2650498857254145,7.351799869057777,2186,3744
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.4334044767974058,0.15149028697549152,6.507277712385012,2760,3429
109,2011-04-19,2,0,4,0,2,1,2,0.505833,0.489258,0.5103252986242383,0.14666933565932497,6.016157159698354,2795,3204
110,2011-04-20,2,0,4,0,3,1,1,0.595,0.564392,0.4788190341357874,0.21666259521452058,6.419994928147142,3331,3944
111,2011-04-21,2,0,4,0,4,1,1,0.459167,0.453892,0.34151876715284885,0.2816071574644267,6.61472560020376,3444,4189
112,2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.5478803389923386,0.1984581586977742,5.181783550292085,1506,1683
113,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.6354741048925511,0.20760342663247708,7.288244401020124,2574,4036
114,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.5937869604030085,0.17577936994785612,7.444833273892193,2481,4191
115,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.5747391371268866,0.17002374776866078,6.651571873589727,3300,4073
116,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.5476397896597728,0.2825438945956573,6.520621127558696,3722,4400
117,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.6072717036460311,0.27170511792864005,6.306275286948016,3325,3872
118,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.5311181310513724,0.2783193789059851,6.345636360828596,3489,4058
119,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.37643649195979767,0.21516218477795435,6.778784897685177,3717,4595
120,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.40768464311696273,0.2111316969809642,7.583756300707112,3347,5312
121,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.5664966319664171,0.10106992422065197,7.037905963447182,2213,3351
122,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.5481214085096876,0.16843728145142692,6.742880635791903,3554,4401
123,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.5289108948969377,0.29465793445034016,6.403574197934815,3848,4451
124,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.5522072696522012,0.2844237699447881,5.545177444479562,2378,2633
125,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.36753268475310574,0.258813352048984,6.421622267806518,3819,4433
126,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.4637340162321401,0.20558713539532944,6.796823718274855,3714,4608
127,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.43259377549641703,0.1488078609269666,7.385851078125209,3102,4714
128,2011-05-08,2,0,5,0,0,0,1,0.528333,0.518933,0.4896021916044351,0.07198339540945915,7.2456550675945355,2932,4333
129,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.4629475435215268,0.16211884947643518,6.499787040655854,3698,4362
130,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.39821690322214737,0.10945601762882817,6.543911845564792,4109,4803
131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.4903679859972812,0.11390173536816303,6.311734809152915,3632,4182
132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.5581861951258283,0.17367343603040392,6.54534966033442,4169,4864
133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.6223668196080056,0.16528136046954708,6.541029999189903,3413,4105
134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.653626422397662,0.12658859709957399,6.805722553416985,2507,3409
135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.6243773199185123,0.14234902776459538,7.367077059881012,2971,4553
136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.5810512550921983,0.11944476532965495,6.651571873589727,3185,3958
137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.6086328651336562,0.24479075085032687,6.520621127558696,3445,4123
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.6259384308664953,0.1835641178284827,6.285998094508865,3319,3855
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.604088072034819,0.10274880811683215,6.601230118728877,3840,4575
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.5420818195711177,0.1177945911451741,6.813444599510896,4008,4917
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.48653313611495785,0.11390887410778287,7.7226775164680035,3547,5805
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.5593774738265854,0.1380282665142088,7.3632795869630385,3084,4660
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.5933268452777344,0.2101328783876236,6.729824070489475,3438,4274
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.5543637343012792,0.1882141612487535,6.492239835020471,3833,4492
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.5284199321669418,0.1434360541180297,6.608000625296087,4238,4978
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.5173045898636998,0.18202317895037956,6.63200177739563,3919,4677
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.5030454364470284,0.21565881039453255,6.77078942390898,3808,4679
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.5478803389923386,0.20708896333515633,7.601901959875166,2757,4758
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.5981494519376656,0.19386962049294906,7.764720544771477,2433,4788
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.521765563804325,0.12330111634028863,7.346010209913293,2549,4098
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.49266185680428654,0.10555659643273461,6.513230110912307,3309,3982
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.517055974758843,0.1882141612487535,6.2422232654551655,3461,3974
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.26620304077465673,0.2564135169147227,6.602587892189336,4232,4968
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.30318650514156203,0.22563723948775233,6.80128303447162,4414,5312
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.3758646383318736,0.11613011477947491,7.533693709848633,3473,5342
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.5022892927437044,0.12988023525428496,7.430114138561801,3221,4906
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.4700036292457356,0.1150201111822673,6.513230110912307,3875,4548
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.4687009060702522,0.1721095917175379,6.638567789166521,4070,4833
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.48371112577735165,0.12823225194650512,6.517671272912275,3725,4401
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.45001327182935946,0.13966019806894753,6.335054251498059,3352,3915
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.4731237565819792,0.13151410927597834,6.704414354964107,3771,4586
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.5035490133346049,0.1439704654100312,7.455876687491824,3237,4966
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.5584247932684695,0.15149028697549152,7.291656209174461,2993,4460
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.40184723816862106,0.266471204049388,6.761572768804055,4157,5020
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.41017599443826486,0.23845217411344935,6.590301048196686,4164,4891
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.3863957718883542,0.15521753910189576,6.646390514847729,4411,5180
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.5237416515991512,0.18769956932494325,6.302618975744905,3222,3767
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.551487413454137,0.13368175631933563,6.761572768804055,3981,4844
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.5130732958574603,0.11279997413530922,7.4999765409521215,3312,5119
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.5108258237659707,0.09712671073072274,7.402451520818244,3105,4744
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.5574706315890345,0.14451151484268382,6.551080335043404,3311,4010
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.5712151120583521,0.15787943366181248,6.652863029353347,4061,4835
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.5350303124628081,0.158935215659412,6.495265555937008,3846,4507
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.532586919852768,0.21414639804292143,6.616065185132817,4044,4790
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.4531962990649251,0.20050931880527523,6.877296071497429,4022,4991
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.3942915827909128,0.1902657512880049,7.48605261786314,3420,5202
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.41431450312080553,0.09032806236948455,7.560601162768557,3385,5305
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.5058128809374011,0.10218467801979263,6.75110146893676,3854,4708
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.4911331943977963,0.13477823998718497,6.597145701886651,3916,4648
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.40407547635037877,0.23255591570718862,6.744059186311348,4377,5225
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.36058419285843063,0.1700060310713058,6.93537044601511,4488,5515
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.3337900714012734,0.09767828272484996,7.1284959456800365,4116,5362
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.3678206986019163,0.10891000874732609,7.6984827878809465,2915,5119
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.5202807825367458,0.20608528281819447,7.733245646529795,2367,4649
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.4934253125963597,0.07832973367864071,8.028129059431759,2978,6043
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.463996245997853,0.11890063313382884,6.939253946041508,3634,4665
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.5557987982041147,0.13966019806894753,6.665683717782408,3845,4629
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.501532576854398,0.14773011202433559,6.626717749249025,3838,4592
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.5641295854066767,0.2030461445748388,6.541029999189903,3348,4040
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.4757166537989575,0.15521753910189576,7.5953872788539725,3348,5336
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.45636922677666775,0.16845164608064017,7.463936604468925,3138,4881
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.4921521547306084,0.24868419446889878,6.584791392385716,3363,4086
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.4441517042873925,0.18253320106239299,6.4967749901858625,3596,4258
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.4896021916044351,0.13639366740501144,6.618738983517219,3594,4342
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.389505088529435,0.2156491382246698,6.790097235513905,4196,5084
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.46451987088947927,0.167912408505536,7.1846291527173145,4220,5538
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.46058440732924394,0.18924917202659988,7.791109510610028,3505,5923
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.4726046187379791,0.21916203558948885,7.604396348796338,3296,5302
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.501532576854398,0.19540558634187805,6.7357800142423265,3617,4458
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.5010279832550589,0.12274846525905336,6.6240652277998935,3789,4541
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.5347860659459872,0.10779285512033841,6.4692503167957724,3688,4332
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.5254679005028607,0.200506045544461,6.450470422144176,3152,3784
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.4576887362676828,0.12495723940438382,6.333279628139691,2825,3387
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.4054651081081644,0.12329758034429136,6.895682697747868,2298,3285
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.4387922059279307,0.15629495066305032,6.957497370876951,2556,3606
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.5636550477021814,0.08691898105459016,6.343880434126331,3272,3840
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.43232317927785674,0.18253653368476686,6.621405651764134,3840,4590
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.3385536404252469,0.1684448862808316,6.628041376179533,3901,4656
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.4595321188521022,0.16422462397351037,6.408528791059498,3784,4390
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.4334044767974058,0.16053426134619686,6.508769136971682,3176,3846
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.38242368155950773,0.15575253902263664,7.352441100243583,2916,4475
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.3926047672800537,0.15256055911228988,7.329749689041512,2778,4302
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.4387922059279307,0.1455858201940151,6.593044534142437,3537,4266
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.39961469442998887,0.1871847124599425,6.687108607866515,4044,4845
